751	1
1	2
2	3
1	4
2	5
1626	6
482	7
3	8
183	9
298	10
299	11
183	12
183	13
299	14
183	15
183	16
298	17
299	18
183	19
1627	20
298	21
183	22
299	23
183	24
299	25
183	26
183	27
298	28
1908	29
298	30
183	31
183	32
1	33
2	34
371	35
299	36
298	37
1812	38
1941	39
1371	40
1380	41
1381	42
83	43
184	44
235	45
174	46
79	47
1	48
2	49
48	50
1	51
2	52
1430	53
1702	54
1	55
2	56
1	57
2	58
1	59
2	60
1	61
2	62
371	63
14	64
14	65
77	66
67	67
91	68
1	69
2	70
57	71
268	72
237	73
45	74
78	75
69	76
98	77
63	78
133	79
584	80
1947	81
139	82
312	83
139	84
47	85
1406	86
70	87
194	88
175	89
333	90
15	91
248	92
98	93
41	94
86	95
4	96
78	97
742	98
262	99
123	100
24	101
69	102
249	103
1434	104
1060	105
862	106
369	107
148	108
1	109
2	110
132	111
129	112
615	113
3	114
1	115
2	116
140	117
269	118
55	119
10	120
10	121
78	122
39	123
290	124
34	125
188	126
88	127
71	128
355	129
355	130
24	131
383	132
288	133
586	134
554	135
5	136
202	137
213	138
11	139
362	140
391	141
38	142
289	143
219	144
18	145
718	146
55	147
802	148
578	149
197	150
716	151
97	152
707	153
58	154
131	155
99	156
108	157
228	158
745	159
69	160
5	161
7	162
48	163
54	164
14	165
50	166
66	167
476	168
11	169
3	170
1	171
2	172
1	173
2	174
594	175
933	176
9	177
116	178
122	179
412	180
541	181
659	182
944	183
398	184
171	185
1435	186
1790	187
1061	188
1	189
2	190
863	191
1062	192
1325	193
92	194
92	195
864	196
1818	197
12	198
13	199
12	200
13	201
40	202
203	203
43	204
569	205
283	206
538	207
139	208
530	209
1437	210
17	211
16	212
359	213
66	214
29	215
29	216
8	217
6	218
67	219
9	220
9	221
32	222
44	223
439	224
124	225
5	226
563	227
1	228
2	229
1	230
2	231
1	232
1	233
2	234
195	235
192	236
342	237
5	238
1890	239
380	240
407	241
199	242
57	243
72	244
11	245
26	246
189	247
11	248
154	249
49	250
47	251
4	252
4	253
160	254
5	255
69	256
38	257
68	258
5	259
55	260
149	261
150	262
222	263
222	264
222	265
64	266
64	267
107	268
175	269
145	270
4	271
1796	272
1332	273
221	274
78	275
78	276
19	277
201	278
261	279
51	280
10	281
10	282
10	283
72	284
127	285
346	286
698	287
222	288
38	289
120	290
238	291
413	292
342	293
11	294
74	295
3	296
462	297
23	298
327	299
436	300
378	301
46	302
89	303
118	304
915	305
29	306
1629	307
50	308
702	309
22	310
164	311
196	312
9	313
10	314
258	315
15	316
243	317
5	318
281	319
112	320
321	321
229	322
1	323
2	324
153	325
151	326
243	327
1322	328
115	329
5	330
11	331
24	332
14	333
25	334
8	335
6	336
67	337
124	338
5	339
226	340
18	341
18	342
40	343
44	344
18	345
44	346
89	347
40	348
18	349
40	350
89	351
9	352
1768	353
195	354
8	355
6	356
25	357
8	358
6	359
25	360
8	361
6	362
769	363
758	364
46	365
25	366
3	367
347	368
1209	369
1678	370
865	371
31	372
221	373
856	374
99	375
197	376
910	377
11	378
11	379
3	380
110	381
582	382
20	383
20	384
20	385
52	386
11	387
1	388
2	389
57	390
7	391
1	392
2	393
49	394
185	395
625	396
111	397
901	398
148	399
191	400
69	401
69	402
92	403
115	404
5	405
128	406
23	407
78	408
281	409
40	410
40	411
40	412
40	413
23	414
32	415
215	416
92	417
8	418
6	419
32	420
32	421
32	422
77	423
12	424
13	425
25	426
8	427
6	428
8	429
6	430
25	431
69	432
3	433
1	434
2	435
5	436
109	437
115	438
422	439
25	440
8	441
6	442
17	443
16	444
142	445
40	446
1713	447
1210	448
1422	449
1	450
2	451
56	452
5	453
